"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Greece","GRC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","31","","","","","54.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","18.2","","","","","25","","","","23.2","","","","","","","","31.4","","","","38.2","","","43.3","","","","","","","54.1","","","","","","60.6","","","","","","","","","",
"Guam","GUM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","29.5","","","","","","","","","","","","","","","","","38.2","","","","","","","","37.29240488","","","","","34.6","","34.16822215","","42.5","","","","","33.89188879","","","","","","29.8771395174816","","","","",
"High income","HIC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.4535573934201","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","42","","","","","49.6","","","","","71.9","","","","","72.3","","","","","80.8","","","","","86","","","","","86","","","","","84","","","","","79.5","","","","","74.8","","","","","66.7","","","","","","","",
"Honduras","HND","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","26.9","","","34.9","","","40.6","","","","","46.7","","","","49.2","","","","","61.7749392182532","","","","","65.2","","","","","","73.2","","","","","","","69.3736806153714","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9565683382106","","","","","","","","","","19.11788445831","","","","","","","","","","25.4406211942886","","","","","","","","","","","33.1854887980854","","","",
"Croatia","HRV","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","18.9","","","","","","6.9","","","","6.7","","10.2","","","","","","18","","","","","28.1","","","","","","32","","","","","","34.5","","","","","34.3","","","","","","","",
"Hungary","HUN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","66.5999999999999","","","67","","","73","","74","76","","73.1","","","","","","","","","73.0999999999999","","","","","","","80.6847782963478","","","","","","","","","","","","","","","","61.8","","","","","","","","","","","","","","","",
"IBRD only","IBD","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.228118087584","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9446582004583","","","","","","","","","","52.0649568086871","","","","","","","","","","","","","","",
"IDA total","IDA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7833224818517","","","","","","","","","","29.395799129893","","","","","","","","","","32.1685013345535","","","","","","","","","","","38.4180746700671","","","",
"IDA blend","IDB","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5602700979628","","","","","","","","","","27.5198857665311","","","","","","","","","","27.0915461975696","","","","","","","","","","","33.1859257572621","","","",
"Indonesia","IDN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","8.6","","","26.3","","","31.2","","","","","","38.5162411056911","","47.7","","","","49.7","","53.1","54.7","54.2","54.2","57.4","55.4","55.4","54.8","52.5","54.2","60.3","56.7","57.9","57.9","61.4","56.6","60.6","61","61.3","61.9","62","61.6","60","59.4","63.6","","52.5","52.7","51.9","52.4","52.6","",
"IDA only","IDX","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2979542311046","","","","","","","","","","30.4168861440173","","","","","","","","","","35.0878146562125","","","","","","","","","","","41.9182263384032","","","",
"Isle of Man","IMN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","13.6","","","","","","","","","","35.3","","","","","","","44.9","","","","","40.7","","","","","","48.2","46.9","","","","53","54.4","56.3","","54.8","","","","","","","","53.5","","","","","66.7","","","",
"Not classified","INX","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6904761904762","64.8","","","","","73.2626619552415","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","48.9","","","64.5999999999999","67.8","70","72.8","73.7","72.9","","","73.8","","73.3396764985728","","","","","","","","77.4","","","","","","","","","","","","","","",
"Iraq","IRQ","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","14.5","","","","","","","","","","","","","","","13.7","","","","","","","","","","","43.52311187","","","","","","49.84756674","","","","","52.45781096","","","","","","","52.78881501","","","","","","",
"Iceland","ISL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.6556270667236","","","","","","","","","","","","","","","","","65.1","","","","","","","","","","","",
"Jamaica","JAM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","38.3","","","54.9","","","","51.4","","","","","","54.6","","","","61.9927288655278","","","","65.7280765920826","","","","","","69.1","","","","","72.5","","","","","","","","","","","","","","60.6","","",
"Jordan","JOR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","26.1","","","","25.2","","","","","","","26","","","","","","","40","","","","","","","52.6","","","","","55.8","","","","","56.8","","59.3","","","61.2","","","","","","51.8","","","","","60.1","",
"Japan","JPN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","42","","44.6","","55.5","","53","","52.1","","52.6","","59.3","","60.5","","60.4","","62.2","","","","","57.3","","62.8","64.5","56.3","","57.9","","64","","58.6","","56.6","60.4","54.1","","55.9","","","","52","54.3","","","","","","","","","54.7302981185498","39.8","","","","","","58.3383869011522","","","",
"Kazakhstan","KAZ","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1","","","","66.1","","","","","","","50.70393556","","","","","50.9960363","","","","55.69399923","","","52.98","","","","","","",
"Kenya","KEN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","7","","","","","","17","","","","","26.9","","","","32.7","","","","","39","","","","","39.3","","","","","","45.5","","","","","58","64.0789073661562","61.1741487617736","59.9682382404727","61.9209893809262","59.8006521261165","65.1162106221682","64.7","62.5","","",
"Kyrgyz Republic","KGZ","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5","","","","","","","","","47.76110807","","","","","","36.3","","41.91864521","","","","39.3763412","","","","","","",
"Cambodia","KHM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","","","21.8","","23.8","","","","","40","","","","","50.5","","","","56.3","","","","","","","","61.9","","",
"Kiribati","KIR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7","","","","","","","","20","22.3","","","","","","","","","","33.6","","","","","",
"St. Kitts and Nevis","KNA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","40.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","16","20","","","","","24.2404792468977","","","34.9","","44.2","","","54.5","","","57.7","","","70.4","","","77.1","","","79.4","","","77.4","","","80.5","","","79.3","","","84.5","","80.2","79.6","","","80","","","77.1","","","79.6","","","82.3","","","84.22","","","",
"Kuwait","KWT","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","39","","34.6","","","","","","","49.8","","50.2","","","52","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","","20","","","","","32.2","","","","","38.4","","","","","","","49.64620322","","","","","56.2757987","","","","","","","",
"Lebanon","LBN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","53","","","","","","","","","","","","","61.7","","","","","","","","","","","","61.1","","","","62.7","","","","58","","","","","54.5","","","","","","","","","","","","","","","",
"Liberia","LBR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","","","","","","","","","","","","","","","","","","","","","11.4","","","","","","20.2","","","","","","","24.9","","","","",
"Libya","LBY","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2","","","","","","","","44.5","","","","41.9","","","","","","","27.7","","","","","","","","","","",
"St. Lucia","LCA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","52.2","","","","","","","47.3","","","","","","","","","","","","","","","","","","","","","","","","55.47194257","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1768593055353","","","","","","","","","","27.4648247208696","","","","","","","","","","33.1934999449958","","","","","","","","","","","41.7519931097887","","","",
"Low income","LIC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4124036464783","","","","","","","","","","26.0118255915457","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","34.4","","48.6","","","","","57.8","","","","","61.7","","","","","","66.1","","","","","","","70","","","","","","","68.4","","","","","","","","","64.6","","","","","","","","",
"Lower middle income","LMC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.248832065505","","","","","","","","","","43.8186122903379","","","","","","","","","","49.7042408872848","","","","","","","","","","","57.0937293464068","","","",
"Low & middle income","LMY","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5896613637192","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","28.6","","","","","30.43133104","40.6","38","","37.3","","","","","47","","63.4227770494969","","","60.2","","","","64.9305733","","","","","","67.4",
"Late-demographic dividend","LTE","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.685231746534","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7088331515813","","","","","","","","","","","65.1","","","68.5800604229607","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.8925035360679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","19.3999999999999","","","","25.5","","","35.8","","","","","41.5","","","50.3","","58.4","","","","","","","63","","","","","","","67.4","","","","","","","70.8","","","","","","",
"Monaco","MCO","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.7","","","62.39323444","","","","","67.8","","","","","","","59.45506793","","","","","","","","56","","","","",
"Madagascar","MDG","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","","","","","19.4","","25","18.8412734048033","","","","27.1","","","","","39.9","","","","39.8","","","","47.9","44.38884842","","","49.7","","","",
"Maldives","MDV","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","42","","","","","39","","","","","34.7","","","","","","","","18.8","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3112490458597","","","","","","","","","","45.8251262749369","","","","","","","","","","49.3468121723802","","","","","","","","","","","","","","",
"Mexico","MEX","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","30.3","40","37.8","","","47.7","","","","","52.7","","","","","63.1","","","66.5","","68.4","","","","","","74.5","","","70.9","","","72.5","","","","","72.3","66.90078956","","","73.10006","","","","","71.8482508570646","",
"Marshall Islands","MHL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.6","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.6782213970397","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.37709211","","","","","","","","59.8676426711758","","","","","",
"Mali","MLI","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","","","","","","","","","6.7","","","","","8.1","","","","","8.2","","","","9.798936329","","","10.3","","15.57167489","","","17.2","","","","","","",
"Malta","MLT","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","87","","","","","","","","","","","","","","","","","","","","","","85.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8","","","","","","32.7","","","","32.5","","","","","","41","","","","","","","","","52.2","","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8261057685784","","","","","","","","","","46.7881596238356","","","","","","","","","","49.4986201062762","","","","","","","","","","","","","","",
"Montenegro","MNE","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7","","","","","","39.58535141","","","","","","","23.20209561","","","","","20.7","","","","","","",
"Mongolia","MNG","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3","","59.9","","67.36821006","","","69","","65.97498227","","","55.2","","","54.9059143","","54.58329359","","","","","48.1348813","","","","","","",
"Northern Mariana Islands","MNP","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","16.5","","","","","16.19194295","11.6","","11.6","","","","27.1","","","","","","","","26.4","",
"Mauritania","MRT","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","0.8","","","","","","","","","","4.1","","","","","","","","","","8","","","","","","9.3","","","","11.4","","","","17.8","","","","","","14.3","","","",
"Mauritius","MUS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","79.5","","","","","","74.6","","","","","","","","","","","75.9","","","","","","","","","","","","63.8","","","","","","","","","","",
"Malawi","MWI","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","6.9","","","","","","","","13","","","","21.9","","","","30.6","","","","32.5","","41.0162764","","","","46.1","","","","58.59982232","","59.2","","","","65.6131232873079","","","","",
"Malaysia","MYS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","8.69999999999999","","","","","","","33","","","","","","","","","","","51.4","","","48.3","","","","","","55.1","","","","","","","","","","49","","","","","","","","","","52.2","","","","","","","","42.8","","",
"North America","NAC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.7","","","","","","","","","","73.5548032743248","","","","","","","","","","76.422420421344","","","","","","","","","","","73.9","","","",
"Namibia","NAM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9","","","28.9","","","","","","","","43.7","","","","","","","55.1","","","","","","56.1","","","","","","","","","","","",
"New Caledonia","NCL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","","","","","","8.2","","13.96974696","","","","","","11.2","","","","","","13.9","","","14.7","16.9861752333206","11.1","","","","11","14.5747167731228","15.2564802562511","",
"Nigeria","NGA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","6.8","","","","","","","","6","","","","","","","","","15.1909278008092","","","","12.6","","","","14.67709276","14.6","","","17.54732001","13.5","15.1","","","22.1202885298537","13.39285083","16.6","","","21.6","","","",
"Nicaragua","NIC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","48.74","","","","","60.3","","","68.6","","","","","","72.4417895271988","","","","","80.4","","","","","","","","","","","","",
"Netherlands","NLD","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","59","","","","","","75","","","","","","","76.8206338503034","","","","","","76.2704940656914","","","","","78.4682993197279","","","","","75","","","","","75","","","","","75","","","","","73","","","","","","","","","","","",
"Norway","NOR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.843655371305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","2.4","","","","","6.8","","","","","15.1","","","","","","24.1","","","","28.5","","","","37.2999999999999","39.3","","","38.3","","48","","","","","49.7","","","49.62671555","","52.6","","","46.6681216103216","","","57.2","","",
"Nauru","NRU","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","70.1","","","","","","","","","","","","","","","","","","","74.3373465809468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.809640893889","","","","","","","","","","","","","","","","","","","","75.0208511609392","","","","","","","","","","","","","","",
"Oman","OMN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","","","","","","23.7","","","","","31.7","","","","","","","","24.4","","","","","","29.7","","","","","","","","","","",
"Other small states","OSS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","5.5","","","","","","5.4","","","","","3.3","","","","","9.1","","","","","","11.8","","21.9","","17.8","13","23.9","","17","","27.6","","32.1","","","26","29.6","27","","","","29","35.4","32","","","","34.2","34","","","","","",
"Panama","PAN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","53.9","","","60.6","","","","","58.2","","","","","","","","","","","","","","","","","","","","","","","","","62.5","","","","62.83116646","","50.8","","","","","","","","","",
"Peru","PER","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","26","","","","","","","","31.4","","","41","","","","","45.8","","","","","","59","","","","64.2","","","","68.9","","","","","","71.3","","72.4","73.2","74.4","75.4","75.5","74","74.6","74.6","76.2","75.4","76.3","75.9","77.4","78.1","77.95","77.3","",
